#id,enabled / disabled,list of ship types for building,"chance to have, percent",,,type of part,comes in paires (around centerline axis),"group, use same part data for same group",necessary present param of part,put at centerline,put to sides,range-z [-1;+1] define range from back to front of ship,see previos,filtering condition,"additional params:
29/tower_main///////or(tag[sec_tower_little_room]),,"bb, bc",,1,1,tower_main,,,,,,-0.6,0.2,,or(tag[sec_tower_little_room]),,
30/tower_sec///////or(tag[sec_tower_little_room]),,"bb, bc",,1,1,tower_sec,,,,,,-0.3,0.01,,or(tag[sec_tower_little_room]),,
31/tower_main///////and(tag[Gun_Sides]),,"bb, bc",,1,1,tower_main,,,,,,0.2,0.5,,and(tag[Gun_Sides]),,
32/gun//ms/small_side//s//and(tag[Gun_Sides]),,"bb, bc",,1,4,gun,,ms,small_side,,s,-0.3,0.7,,and(tag[Gun_Sides]),,
33/gun//ms/small_side//s//and(tag[Gun_Sides]),,"bb, bc",,1,4,gun,,ms,small_side,,s,-0.6,0.3,,and(tag[Gun_Sides]),,
34/gun/p/ms/main_agamemnon_single//s//and(tag[Gun_Sides_Single),,"bb, bc",,6,6,gun,p,ms,main_agamemnon_single,,s,-0.6,0.8,,and(tag[Gun_Sides_Single),,
35/gun/p/ms/small_side//s//and(tag[Gun_Sides]),,"bb, bc",,6,6,gun,p,ms,small_side,,s,0.1,0.7,,and(tag[Gun_Sides]),,
"36/gun/p/ms/small_side//s/main_cal/mount(barbette), and(tag[danton_style])",,"bb, bc",,4,5,gun,p,ms,small_side,,s,-1,1,main_cal,"mount(barbette), and(tag[danton_style])",,
37/tower_main///////and(tag[danton_style]),,"bb, bc",,1,1,tower_main,,,,,,0.01,0.7,,and(tag[danton_style]),,
38/tower_sec///////and(tag[danton_style]),,"bb, bc",,1,1,tower_sec,,,,,,-0.3,0.01,,and(tag[danton_style]),,
39/funnel///////and(tag[danton_style]),,"bb, bc",,1,1,funnel,,,,,,-0.1,0.1,,and(tag[danton_style]),,
40/gun//mc/main_center/c//main_cal/and(tag[danton_style]),,"bb, bc",,1,5,gun,,mc,main_center,c,,0.5,0.6,main_cal,and(tag[danton_style]),,
41/gun//mc/main_center/c//main_cal/and(tag[danton_style]),,"bb, bc",,1,5,gun,,mc,main_center,c,,-0.7,0.5,main_cal,and(tag[danton_style]),,
42/tower_main///////and(tag[german_sides]),,"bb, bc",,1,1,tower_main,,,,,,0.2,0.5,,and(tag[german_sides]),,
43/tower_sec///////and(tag[german_sides]),,"bb, bc",,1,1,tower_sec,,,,,,-0.3,0.01,,and(tag[german_sides]),,
44/funnel///////and(tag[german_sides]),,"bb, bc",,1,1,funnel,,,,,,-0.1,0.1,,and(tag[german_sides]),,
45/gun/p/ms/small_side//s/main_cal/and(tag[german_sides]),,"bb, bc",,4,4,gun,p,ms,small_side,,s,-0.45,0.45,main_cal,and(tag[german_sides]),,
46/gun/p/ms/small_side//s/main_cal/and(tag[early_dreadnought]),,"bb, bc",,2,2,gun,p,ms,small_side,,s,-0.35,0.35,main_cal,and(tag[early_dreadnought]),,
47/tower_main//mc/main_center/c//main_cal/and(tag[frontalfunnel]),,"bb, bc",,1,1,tower_main,,mc,main_center,c,,0.4,0.6,main_cal,and(tag[frontalfunnel]),,
48/funnel///////and(tag[frontalfunnel]),,"bb, bc",,1,20,funnel,,,,,,0.01,0.45,,and(tag[frontalfunnel]),,
49/gun//mc/main_center/c//main_cal/or(tag[old_predread]),,bb,,1,3,gun,,mc,main_center,c,,0.3,1,main_cal,or(tag[old_predread]),,
50/tower_main///////or(tag[old_predread]),,bb,,1,1,tower_main,,,,,,0.01,0.8,,or(tag[old_predread]),,
51/tower_sec///////or(tag[old_predread]),,bb,,1,1,tower_sec,,,,,,-0.1,-0.6,,or(tag[old_predread]),,
52/gun//mc/main_center/c//main_cal/or(tag[old_predread]),,bb,,1,3,gun,,mc,main_center,c,,-0.9,-0.3,main_cal,or(tag[old_predread]),,
53/tower_main///////or(tag[battlecruiser_forward]),,"bb, bc",,1,1,tower_main,,,,,,0.01,0.3,,or(tag[battlecruiser_forward]),,
54/tower_sec///////or(tag[battlecruiser_forward]),,"bb, bc",,1,1,tower_sec,,,,,,-0.2,0.01,,or(tag[battlecruiser_forward]),,
55/funnel///////or(tag[battlecruiser_forward]),,"bb, bc",,1,1,funnel,,,,,,-0.1,0.3,,or(tag[battlecruiser_forward]),,
56/funnel///////or(tag[battlecruiser_forward]),,"bb, bc",,1,1,funnel,,,,,,0.01,0.4,,or(tag[battlecruiser_forward]),,
57/barbette//b/main_super/c///or(tag[battlecruiser_forward]),,"bb, bc",,1,1,barbette,,b,main_super,c,,0.5,0.7,,or(tag[battlecruiser_forward]),,
"58/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[battlecruiser_forward])",,"bb, bc",,1,5,gun,,mc,main_center,c,,0.5,0.7,main_cal,"mount(barbette), or(tag[battlecruiser_forward])",,
59/gun//mc/main_center/c//main_cal/or(tag[battlecruiser_forward]),,"bb, bc",,1,5,gun,,mc,main_center,c,,0.6,0.8,main_cal,or(tag[battlecruiser_forward]),,
60/tower_main///////and(tag[Russian_Central_Turrets]),,"bb, bc",,1,1,tower_main,,,,,,0.1,0.8,,and(tag[Russian_Central_Turrets]),,
61/funnel///////and(tag[Russian_Central_Turrets]),,"bb, bc",,1,1,funnel,,,,,,0.1,0.4,,and(tag[Russian_Central_Turrets]),,
62/barbette///main_super_huge/c///,,"bb, bc",,1,1,barbette,,,main_super_huge,c,,-1,1,,,,
63/tower_sec///////and(tag[Russian_Central_Turrets]),,"bb, bc",,1,1,tower_sec,,,,,,-0.3,0.01,,and(tag[Russian_Central_Turrets]),,
64/gun//mc/main_center/c//main_cal/and(tag[Russian_Central_Turrets]),,"bb, bc",,1,5,gun,,mc,main_center,c,,-0.8,0.8,main_cal,and(tag[Russian_Central_Turrets]),,
65/funnel///////and(tag[Russian_Central_Turrets]),,"bb, bc",,1,1,funnel,,,,,,-0.1,0.1,,and(tag[Russian_Central_Turrets]),,
66/gun//mc/main_center/c//main_cal/and(tag[Russian_Central_Turrets]),,"bb, bc",,1,5,gun,,mc,main_center,c,,-0.8,0.8,main_cal,and(tag[Russian_Central_Turrets]),,
67/tower_main///////or(tag[Small_Foredeck];tag[g2];tag[Late_Cross_Deck];tag[RussianCenterline_Old]),,"bb, bc",,1,1,tower_main,,,,,,0.2,0.5,,or(tag[Small_Foredeck];tag[g2];tag[Late_Cross_Deck];tag[RussianCenterline_Old]),,
68/tower_sec///////or(tag[g1];tag[g2]),,"bb, bc",,1,1,tower_sec,,,,,,-0.3,0.01,,,,
380/gun//mc/main_bc/c//main_cal/or(tag[Small_Foredeck];tag[RussianCenterline_Old]),,"bb, bc",,1,1,gun,,mc,main_bc,c,,0.54,0.9,main_cal,or(tag[Small_Foredeck];tag[RussianCenterline_Old]),,
69/tower_sec///////or(tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus]),,"bb, bc",,1,1,tower_sec,,,,,,-0.3,0.01,,or(tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus]),,
70/gun//mc/main_center/c//main_cal/and(tag[RussianCenterline_Old]),,"bb, bc",,4,6,gun,,mc,main_center,c,,-0.8,0.6,main_cal,and(tag[RussianCenterline_Old]),,
71/funnel///////or(tag[g2];tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus]),,"bb, bc",,1,1,funnel,,,,,,-0.2,0.1,,or(tag[g2];tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus]),,
72/gun/p/ms/main_side//s/main_cal/and(tag[Late_Cross_Deck_plus]),,"bb, bc",,2,2,gun,p,ms,main_side,,s,-0.25,0.25,main_cal,and(tag[Late_Cross_Deck_plus]),,
73/funnel///////or(tag[g2];tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus]),,"bb, bc",,1,1,funnel,,,,,,-0.1,0.2,,or(tag[g2];tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus]),,
74/gun/p/ms/main_side//s/main_cal/and(tag[Late_Cross_Deck]),,"bb, bc",,2,2,gun,p,ms,main_side,,s,-0.25,0.25,main_cal,and(tag[Late_Cross_Deck]),,
75/funnel///////and(tag[Late_Cross_Deck]),,"bb, bc",,1,1,funnel,,,,,,-0.1,0.4,,and(tag[Late_Cross_Deck]),,
76/torpedo/p//deck_torpedo//s//or(tag[BB_Modern_China_Torpedo]),0,"bb, bc",,6,10,torpedo,p,,deck_torpedo,,s,-1,1,,or(tag[BB_Modern_China_Torpedo]),,
77/gun//mc/main_center/c//main_cal/or(tag[old_predread]),0,bb,,1,5,gun,,mc,main_center,c,,-0.1,1,main_cal,or(tag[old_predread]),,
78/gun//mc/main_center/c//main_cal/or(tag[old_predread]),0,bb,,1,5,gun,,mc,main_center,c,,-0.8,-0.2,main_cal,or(tag[old_predread]),,
79/gun/p/ms/main_ca_side//s/sec_cal/and(tag[power_side_guns]),,"bb, bc",,12,16,gun,p,ms,main_ca_side,,s,-0.6,0.6,sec_cal,and(tag[power_side_guns]),,
80/torpedo/p////s//or(tag[power_side_guns];tag[assault_torps]),0,"bb, bc",,2,6,torpedo,p,,,,s,-0.6,0.6,,or(tag[power_side_guns];tag[assault_torps]),,
81/tower_main///////or(tag[RussianCenterline]),,"bb, bc",,1,1,tower_main,,,,,,0.01,0.3,,or(tag[RussianCenterline]),,
82/tower_main///////or(tag[MainTower_Barbette]),,"bb, bc",,1,1,tower_main,,,,,,-0.5,0.7,,or(tag[MainTower_Barbette]),,
"83/gun//mc/no_quad/c//main_cal/mount(barbette), or(tag[MainTower_Barbette])",,"bb, bc",,1,100,gun,,mc,no_quad,c,,-0.01,0.6,main_cal,"mount(barbette), or(tag[MainTower_Barbette])",,
84/tower_sec///////or(tag[MainTower_Barbette]),,"bb, bc",,1,1,tower_sec,,,,,,-0.3,0.01,,or(tag[MainTower_Barbette]),,
85/funnel///////or(tag[MainTower_Barbette]),,"bb, bc",,1,1,funnel,,,,,,-0.1,0.1,,or(tag[MainTower_Barbette]),,
86/gun//mc/no_quad/c//main_cal/or(tag[MainTower_Barbette]),,"bb, bc",,1,1,gun,,mc,no_quad,c,,0.01,0.6,main_cal,or(tag[MainTower_Barbette]),,
87/gun//mc/main_center/c//main_cal/or(tag[Super_Forward]),,"bb, bc",75,2,2,gun,,mc,main_center,c,,-0.14,0.6,main_cal,or(tag[Super_Forward]),,
"88/gun//mc/quad/c//main_cal/mount(barbette), or(tag[Only_Quads])",,"bb, bc",,1,100,gun,,mc,quad,c,,-0.01,0.6,main_cal,"mount(barbette), or(tag[Only_Quads])",,
"89/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[Super_Forward])",,"bb, bc",,1,100,gun,,mc,main_center,c,,-0.01,0.6,main_cal,"mount(barbette), or(tag[Super_Forward])",,
90/gun//mc/main_center/c//main_cal/or(tag[Super_Forward]),,"bb, bc",75,2,2,gun,,mc,main_center,c,,-0.14,0.6,main_cal,or(tag[Super_Forward]),,
91/tower_main///////or(tag[Super_Forward]),,"bb, bc",,1,1,tower_main,,,,,,0.01,0.6,,or(tag[Super_Forward]),,
92/tower_sec///////or(tag[Super_Forward]),,"bb, bc",,1,1,tower_sec,,,,,,-0.3,0.01,,or(tag[Super_Forward]),,
93/funnel///////or(tag[Super_Forward]),,"bb, bc",,1,1,funnel,,,,,,-0.1,0.1,,or(tag[Super_Forward]),,
94/barbette//b/main_super_huge/c///or(tag[Yamato_Style]),,"bb, bc",,1,1,barbette,,b,main_super_huge,c,,0.3,0.65,,or(tag[Yamato_Style]),,
"95/gun//mc/no_quad/c//main_cal/mount(barbette), or(tag[Yamato_Style])",,"bb, bc",,1,100,gun,,mc,no_quad,c,,0.3,0.65,main_cal,"mount(barbette), or(tag[Yamato_Style])",,
96/tower_main///big_main////or(tag[Yamato_Style]),,"bb, bc",90,1,1,tower_main,,,big_main,,,-0.25,0.55,,or(tag[Yamato_Style]),,
97/gun//mc/no_quad/c//main_cal/or(tag[Yamato_Style]),,"bb, bc",,1,1,gun,,mc,no_quad,c,,-0.01,0.6,main_cal,or(tag[Yamato_Style]),,
98/tower_sec///////or(tag[Yamato_Style]),,"bb, bc",,1,1,tower_sec,,,,,,-0.3,0.2,,or(tag[Yamato_Style]),,
99/gun//mc/no_quad/c//main_cal/or(tag[Yamato_Style]),,"bb, bc",,1,1,gun,,mc,no_quad,c,,-1,-0.254,main_cal,or(tag[Yamato_Style]),,
100/barbette//b/main_super_huge/c///or(tag[Yamato_Style]),,"bb, bc",,1,1,barbette,,b,main_super_huge,c,,-0.5,-0.2,,or(tag[Yamato_Style]),,
101/barbette//c/sec_super_high/c///or(tag[Yamato_Style]),,"bb, bc",,1,100,barbette,,c,sec_super_high,c,,-0.3,0.3,,or(tag[Yamato_Style]),,
"102/gun//sc1//c//sec_cal/mount(barbette), or(tag[Yamato_Style])",,"bb, bc",,1,100,gun,,sc1,,c,,-0.3,0.3,sec_cal,"mount(barbette), or(tag[Yamato_Style])",,
"103/gun//mc/no_quad/c//main_cal/mount(barbette), or(tag[Yamato_Style])",,"bb, bc",,1,100,gun,,mc,no_quad,c,,-1,0.01,main_cal,"mount(barbette), or(tag[Yamato_Style])",,
"104/barbette///////delete_unmounted,or(tag[Yamato_Style];tag[Super_Forward])",0,"bb, bc",,1,100,barbette,,,,,,-1,1,,"delete_unmounted,or(tag[Yamato_Style];tag[Super_Forward])",,
105/tower_main///////or(tag[Old_Small_Towers]),,"bb, bc",,1,100,tower_main,,,,,,0.2,0.5,,or(tag[Old_Small_Towers]),,
106/tower_sec///////or(tag[Old_Small_Towers]),,"bb, bc",,1,1,tower_sec,,,,,,-0.3,0.01,,or(tag[Old_Small_Towers]),,
107/gun//mc/main_center/c//main_cal/or(tag[Old_Small_Towers]),,"bb, bc",,3,5,gun,,mc,main_center,c,,-0.6,0.6,main_cal,or(tag[Old_Small_Towers]),,
108/barbette//b/main_super/c///or(tag[BB_Fuso];tag[BB_Fuso_Old]),,"bb, bc",,1,1,barbette,,b,main_super,c,,0.44,0.6,,or(tag[BB_Fuso];tag[BB_Fuso_Old]),,
"109/gun//mc/main_g3/c//main_cal/mount(barbette), or(tag[BB_Fuso];tag[BB_Fuso_Old])",,"bb, bc",,1,100,gun,,mc,main_g3,c,,-0.01,0.6,main_cal,"mount(barbette), or(tag[BB_Fuso];tag[BB_Fuso_Old])",,
110/gun//mc/main_center/c//main_cal/or(tag[BB_Fuso];tag[BB_Fuso_Old]),,"bb, bc",,1,5,gun,,mc,main_center,c,,0.44,0.6,main_cal,or(tag[BB_Fuso];tag[BB_Fuso_Old]),,
111/tower_main///////or(tag[BB_Fuso];tag[Forward_Tower]),,"bb, bc",88,1,1,tower_main,,,,,,0.01,0.44,,or(tag[BB_Fuso];tag[Forward_Tower]),,
112/funnel///////or(tag[BB_Fuso]),,"bb, bc",,1,1,funnel,,,,,,-0.1,0.1,,or(tag[BB_Fuso]),,
113/barbette//b/big_barbette/c///or(tag[BB_Modern_Thick]),,"bb, bc",,1,1,barbette,,b,big_barbette,c,,-0.2,0.8,,or(tag[BB_Modern_Thick]),,
"114/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[BB_Modern_Thick])",,"bb, bc",,1,100,gun,,mc,main_center,c,,-0.2,0.6,main_cal,"mount(barbette), or(tag[BB_Modern_Thick])",,
115/tower_main///////or(tag[BB_Modern_Thick]),,"bb, bc",,1,1,tower_main,,,,,,-0.3,0.25,,or(tag[BB_Modern_Thick]),,
116/gun//mc/main_center/c//main_cal/or(tag[BB_Modern_Thick]),,"bb, bc",50,1,5,gun,,mc,main_center,c,,-0.6,-0.5,main_cal,or(tag[BB_Modern_Thick]),,
117/gun//mc/main_center/c//main_cal/or(tag[BB_Modern_Thick]),,"bb, bc",,1,5,gun,,mc,main_center,c,,-0.2,0.7,main_cal,or(tag[BB_Modern_Thick]),,
118/tower_sec///////or(tag[BB_Modern_Thick]),,"bb, bc",,1,1,tower_sec,,,,,,-0.3,0.15,,or(tag[BB_Modern_Thick]),,
119/tower_main///with_barbette////or(tag[g2];tag[g3]),,"bb, bc",,1,1,tower_main,,,with_barbette,,,0.01,0.35,,or(tag[g2];tag[g3]),,
"120/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[g3];tag[g4])",,"bb, bc",,1,100,gun,,mc,main_center,c,,0.3,0.7,main_cal,"mount(barbette), or(tag[g3];tag[g4])",,
121/barbette//b/main_super/c///or(tag[g3]),,"bb, bc",,1,1,barbette,,b,main_super,c,,0.3,0.6,,or(tag[g3]),,
"122/gun//mc/main_g3/c//main_cal/mount(barbette), or(tag[g3])",,"bb, bc",,1,100,gun,,mc,main_g3,c,,0.3,0.6,main_cal,"mount(barbette), or(tag[g3])",,
123/gun//mc/main_g3/c//main_cal/or(tag[g3]),,"bb, bc",,1,1,gun,,mc,main_g3,c,,0.55,0.8,main_cal,or(tag[g3]),,
124/tower_main///////or(tag[g2];tag[g3]),,"bb, bc",,1,1,tower_main,,,,,,0.01,0.3,,or(tag[g2];tag[g3]),,
125/barbette//b/main_super/c///or(tag[g2];tag[g3]),,"bb, bc",,1,1,barbette,,b,main_super,c,,-0.6,-0.3,,or(tag[g3]),,
"126/gun//mc/main_g3/c//main_cal/mount(barbette), or(tag[g3])",,"bb, bc",,1,100,gun,,mc,main_g3,c,,-0.5,-0.3,main_cal,"mount(barbette), or(tag[g3])",,
127/tower_sec///////or(tag[g3]),,"bb, bc",,1,1,tower_sec,,,,,,-0.3,0.01,,or(tag[g3]),,
128/funnel///////or(tag[g2];tag[g3]),,"bb, bc",,1,1,funnel,,,,,,0.01,0.3,,or(tag[g2];tag[g3]),,
129/barbette//b/main_super/c///or(tag[Warspite_Var]),,"bb, bc",,1,1,barbette,,b,main_super,c,,0.3,0.5,,or(tag[Warspite_Var]),,
130/tower_main///////or(tag[Warspite_Var]),,"bb, bc",,1,1,tower_main,,,,,,0.01,0.2,,or(tag[Warspite_Var]),,
"131/gun//mc/main_g3/c//main_cal/mount(barbette), or(tag[Warspite_Var])",,"bb, bc",,1,100,gun,,mc,main_g3,c,,0.3,0.5,main_cal,"mount(barbette), or(tag[Warspite_Var])",,
132/gun//mc/main_g3/c//main_cal/or(tag[Warspite_Var]),,"bb, bc",,1,1,gun,,mc,main_g3,c,,-0.01,0.7,main_cal,or(tag[Warspite_Var]),,
133/gun//mc/main_g3/c//main_cal/or(tag[Warspite_Var]),,"bb, bc",,1,1,gun,,mc,main_g3,c,,-0.7,-0.55,main_cal,or(tag[Warspite_Var]),,
134/tower_sec///////or(tag[Warspite_Var]),,"bb, bc",,1,1,tower_sec,,,,,,-0.3,-0.01,,or(tag[Warspite_Var]),,
135/funnel///////or(tag[Warspite_Var]),,"bb, bc",,1,1,funnel,,,,,,-0.1,0.1,,or(tag[Warspite_Var]),,
136/barbette//b/main_super/c///or(tag[Mixed_Quads]),,"bb, bc",,1,1,barbette,,b,main_super,c,,0.3,0.5,,or(tag[Mixed_Quads]),,
137/barbette//b/main_super/c///or(tag[Mixed_Quads]),,"bb, bc",,1,1,barbette,,b,main_super,c,,-0.5,-0.4,,or(tag[Mixed_Quads]),,
"138/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[Mixed_Quads])",,"bb, bc",,2,2,gun,,mc,main_center,c,,-0.6,0.6,main_cal,"mount(barbette), or(tag[Mixed_Quads])",,
139/tower_main///////or(tag[Mixed_Quads]),,"bb, bc",,1,1,tower_main,,,,,,0.01,0.2,,or(tag[Mixed_Quads]),,
140/tower_sec///////or(tag[Mixed_Quads]),,"bb, bc",,1,1,tower_sec,,,,,,-0.3,0.15,,or(tag[Mixed_Quads]),,
141/gun//mc/main_center/c//main_cal/or(tag[Mixed_Quads]),,"bb, bc",,1,5,gun,,mc,main_center,c,,0.25,0.7,main_cal,or(tag[Mixed_Quads]),,
"142/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[Mixed_Quads];tag[Warspite_Var])",,"bb, bc",,1,100,gun,,mc,main_center,c,,-0.6,0.01,main_cal,"mount(barbette), or(tag[Mixed_Quads];tag[Warspite_Var])",,
143/gun//mc/main_g3/c//main_cal/or(tag[Warspite_Var]),,"bb, bc",,2,3,gun,,mc,main_g3,c,,-0.6,0.7,main_cal,or(tag[Warspite_Var]),,
144/gun//mc/main_center/c//main_cal/or(tag[Mixed_Quads]),,"bb, bc",,1,5,gun,,mc,main_center,c,,-0.8,-0.5,main_cal,or(tag[Mixed_Quads]),,
"145/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[Mixed_Quads])",,"bb, bc",,1,100,gun,,mc,main_center,c,,-0.8,0.6,main_cal,"mount(barbette), or(tag[Mixed_Quads])",,
146/gun//mc/main_center/c//main_cal/or(tag[Mixed_Quads]),,"bb, bc",,1,5,gun,,mc,main_center,c,,0.33,0.6,main_cal,or(tag[Mixed_Quads]),,
147/tower_main///////or(tag[Middle_Big]),,"bb, bc",,1,1,tower_main,,,,,,0.1,0.4,,or(tag[Middle_Big]),,
148/tower_sec///////or(tag[Middle_Big]),,"bb, bc",,1,1,tower_sec,,,,,,-0.3,0.15,,or(tag[Middle_Big]),,
149/barbette///main_super_huge/c///or(tag[Mixed_Quads];tag[Big_SuperStructure]]),,"bb, bc",,1,1,barbette,,,main_super_huge,c,,0.3,0.6,,or(tag[Mixed_Quads];tag[Big_SuperStructure]]),,
"150/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[Mixed_Quads];tag[Big_SuperStructure]])",,"bb, bc",,1,5,gun,,mc,main_center,c,,-0.01,1,main_cal,"mount(barbette), or(tag[Mixed_Quads];tag[Big_SuperStructure]])",,
151/tower_main///////or(tag[Big_SuperStructure]),,"bb, bc",,1,1,tower_main,,,,,,-0.05,0.5,,or(tag[Big_SuperStructure]),,
152/tower_sec///////or(tag[Big_SuperStructure]),,"bb, bc",,1,1,tower_sec,,,,,,-0.4,0.2,,or(tag[Big_SuperStructure]),,
153/funnel///////or(tag[Mixed_Quads];tag[Big_SuperStructure]),,"bb, bc",,1,1,funnel,,,,,,-0.1,0.1,,or(tag[Mixed_Quads];tag[Big_SuperStructure]),,
154/barbette///main_super/c///or(tag[Mixed_Quads];tag[Big_SuperStructure]]),,"bb, bc",,1,1,barbette,,,main_super,c,,-0.8,-0.15,,or(tag[Mixed_Quads];tag[Big_SuperStructure]]),,
"155/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[Mixed_Quads])",,"bb, bc",,1,5,gun,,mc,main_center,c,,-0.7,0.01,main_cal,"mount(barbette), or(tag[Mixed_Quads])",,
156/barbette//c/sec_super_high/c///or(tag[Mixed_Quads]),0,"bb, bc",,1,100,barbette,,c,sec_super_high,c,,-0.8,0.8,,or(tag[Mixed_Quads]),,
