#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),,,"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,#comment,#BASE,model_1,weight_modifier_1,scale_1,max_scale_1,caliber_length_modifier_1,#model_STD_1,#caliber_EST_1,#weight_EST_1,model_2,weight_modifier_2,scale_2,max_scale_2,caliber_length_modifier_2,#model_STD_2,#caliber_EST_2,#weight_EST_2,model_3,weight_modifier_3,scale_3,max_scale_3,caliber_length_modifier_3,#model_STD_3,#caliber_EST_3,#weight_EST_3,model_4,weight_modifier_4,scale_4,max_scale_4,caliber_length_modifier_4,#model_STD_4,#caliber_EST_4,#weight_EST_4,model_5,weight_modifier_5,scale_5,max_scale_5,caliber_length_modifier_5,#model_STD_5,#caliber_EST_5,#weight_EST_5,#,#,#,#
monitor_gun_11_x1,,279,monitor_gun_11_x1,,,,0.2431,monitor_gun_279_x1,1.4,1,1.08,,0.394,27.0451,0.8993,monitor_gun_279_x1,1.4,1,1.08,,0.3989,27.9917,0.9105,monitor_gun_279_x1,1.4,1,1.08,,0.4039,28.9714,0.9219,monitor_gun_279_x1,1.4,1,1.08,,0.4089,29.9854,0.9334,monitor_gun_279_x1,1.4,1,1.08,,0.414,31.0349,0.9451,,,,
monitor_gun_11_x2,,279,monitor_gun_11_x2,,,,0.2431,monitor_gun_279_x2,1.4,1,1.08,,0.394,27.0451,0.8993,monitor_gun_279_x2,1.4,1,1.08,,0.3989,27.9917,0.9105,monitor_gun_279_x2,1.4,1,1.08,,0.4039,28.9714,0.9219,monitor_gun_279_x2,1.4,1,1.08,,0.4089,29.9854,0.9334,monitor_gun_279_x2,1.4,1,1.08,,0.414,31.0349,0.9451,,,,
monitor_gun_12_x1,,305,monitor_gun_12_x1,,,,0.2645,monitor_gun_279_x1,1.4,1.1,1.18,,0.394,26.8052,0.8913,monitor_gun_279_x1,1.4,1.1,1.18,,0.3989,27.7434,0.9025,monitor_gun_279_x1,1.4,1.1,1.18,,0.4039,28.7144,0.9137,monitor_gun_279_x1,1.4,1.1,1.18,,0.4089,29.7194,0.9252,monitor_gun_279_x1,1.4,1.1,1.18,,0.414,30.7596,0.9367,,,,
monitor_gun_12_x2,,305,monitor_gun_12_x2,,,,0.2645,monitor_gun_279_x2,1.4,1.1,1.18,,0.394,26.8052,0.8913,monitor_gun_279_x2,1.4,1.1,1.18,,0.3989,27.7434,0.9025,monitor_gun_279_x2,1.4,1.1,1.18,,0.4039,28.7144,0.9137,monitor_gun_279_x2,1.4,1.1,1.18,,0.4089,29.7194,0.9252,monitor_gun_279_x2,1.4,1.1,1.18,,0.414,30.7596,0.9367,,,,
virginia_casemate_5,,127,virginia_casemate_5,,,,0.1636,virginia_gun_b_229_x1,,0.83,0.86,,0.4824,32.2459,1.0722,virginia_gun_b_229_x1,,0.83,0.86,,0.4884,33.3745,1.0856,virginia_gun_b_229_x1,,0.83,0.86,,0.4945,34.5426,1.0992,virginia_gun_b_229_x1,,0.83,0.86,,0.5007,35.7516,1.1129,virginia_gun_b_229_x1,,0.83,0.86,,0.507,37.0029,1.1268,,,,
virginia_casemate_6,,152,virginia_casemate_6,,,,0.1859,virginia_gun_b_229_x1,,0.87,0.86,,0.4824,31.6716,1.0531,virginia_gun_b_229_x1,,0.87,0.86,,0.4884,32.7802,1.0663,virginia_gun_b_229_x1,,0.87,0.86,,0.4945,33.9275,1.0796,virginia_gun_b_229_x1,,0.87,0.86,,0.5007,35.1149,1.0931,virginia_gun_b_229_x1,,0.87,0.86,,0.507,36.3439,1.1068,,,,
virginia_casemate_7,,178,virginia_casemate_7,,,,0.2118,virginia_gun_b_229_x1,,0.9,0.925,,0.4824,31.1755,1.0366,virginia_gun_b_229_x1,,0.9,0.925,,0.4884,32.2666,1.0496,virginia_gun_b_229_x1,,0.9,0.925,,0.4945,33.3959,1.0627,virginia_gun_b_229_x1,,0.9,0.925,,0.5007,34.5648,1.076,virginia_gun_b_229_x1,,0.9,0.925,,0.507,35.7746,1.0894,,,,
virginia_casemate_8,,203,virginia_casemate_8,,,,0.235,virginia_gun_b_229_x1,,0.94,0.98,,0.4824,30.7684,1.0231,virginia_gun_b_229_x1,,0.94,0.98,,0.4884,31.8453,1.0359,virginia_gun_b_229_x1,,0.94,0.98,,0.4945,32.9599,1.0488,virginia_gun_b_229_x1,,0.94,0.98,,0.5007,34.1135,1.0619,virginia_gun_b_229_x1,,0.94,0.98,,0.507,35.3075,1.0752,,,,
virginia_gun_9_x1,,229,virginia_gun_9_x1,,,,0.2574,virginia_gun_b_229_x1,,1,1.08,,0.4824,30.3999,1.0108,virginia_gun_b_229_x1,,1,1.08,,0.4884,31.4638,1.0235,virginia_gun_b_229_x1,,1,1.08,,0.4945,32.5651,1.0363,virginia_gun_b_229_x1,,1,1.08,,0.5007,33.7049,1.0492,virginia_gun_b_229_x1,,1,1.08,,0.507,34.8845,1.0623,,,,
virginia_gun_10_x1,,254,virginia_gun_10_x1,,,,0.2773,virginia_gun_b_229_x1,,1,1.08,,0.4824,30.0865,1.0004,virginia_gun_b_229_x1,,1,1.08,,0.4884,31.1395,1.0129,virginia_gun_b_229_x1,,1,1.08,,0.4945,32.2294,1.0256,virginia_gun_b_229_x1,,1,1.08,,0.5007,33.3574,1.0384,virginia_gun_b_229_x1,,1,1.08,,0.507,34.5249,1.0514,,,,
###,,,###,britain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_2_x1_britain_dd,tb",,51,gun_2_x1,britain,"dd, tb",New line - vanilla fix/supplement,0.1197,small_gun_e_76_x1,1.828,0.7242,0.8485,1.4854,0.8687,51.4048,1.2852,small_gun_e_76_x1,1.8507,0.7333,0.8591,1.5183,0.8796,53.204,1.3012,small_gun_c_76_x1,2.0429,1.2512,1.4659,1.4777,1.501,52.2026,1.4363,small_gun_c_76_x1,2.0685,1.2669,1.4843,1.5104,1.5198,54.0297,1.4543,iowa_gun_127_x1,2.0656,0.8037,0.9416,1.6255,0.9641,58.1928,1.4523,,,,
"gun_2_x2_britain_dd,tb",,51,gun_2_x2,britain,"dd, tb",New line - vanilla fix/supplement,0.1197,dreadnought_gun_178_x2,1.9116,0.4813,0.5639,1.6589,0.5773,49.9376,1.3608,dreadnought_gun_178_x2,1.9356,0.4873,0.5709,1.6958,0.5845,51.6854,1.3779,atlanta_gun_28_x2,1.6672,1.1653,1.3653,1.3882,1.3979,45.5059,1.1868,atlanta_gun_28_x2,1.688,1.1798,1.3822,1.4191,1.4153,47.0986,1.2016,iowa_gun_127_x2,2.0401,0.8037,0.9416,1.6255,0.9641,58.1928,1.4523,,,,
"gun_2_x3_britain_dd,tb",,51,gun_2_x3,britain,"dd, tb",New line - vanilla fix/supplement,0.1197,dreadnought_gun_178_x3,1.888,0.4813,0.5639,1.6589,0.5773,49.9376,1.3608,dreadnought_gun_178_x3,1.9117,0.4873,0.5709,1.6958,0.5845,51.6854,1.3779,atlanta_gun_28_x3,1.6466,1.1653,1.3653,1.3882,1.3979,45.5059,1.1868,atlanta_gun_28_x3,1.6671,1.1798,1.3822,1.4191,1.4153,47.0986,1.2016,iowa_gun_127_x3,2.015,0.8037,0.9416,1.6255,0.9641,58.1928,1.4523,,,,
gun_2_x1_britain,,51,gun_2_x1,britain,,,0.1197,small_gun_e_76_x1,1.828,0.7242,0.8485,1.4854,0.8687,51.4048,1.2852,small_gun_e_76_x1,1.8507,0.7333,0.8591,1.5183,0.8796,53.204,1.3012,small_gun_c_76_x1,2.0429,1.2512,1.4659,1.4777,1.501,52.2026,1.4363,small_gun_c_76_x1,2.0685,1.2669,1.4843,1.5104,1.5198,54.0297,1.4543,moga_gun_127_x1,2.0663,0.8041,0.9421,1.6252,0.9646,58.2093,1.4528,,,,
gun_2_x2_britain,,51,gun_2_x2,britain,,,0.1197,dreadnought_gun_178_x2,1.9116,0.4813,0.5639,1.6589,0.5773,49.9376,1.3608,dreadnought_gun_178_x2,1.9356,0.4873,0.5709,1.6958,0.5845,51.6854,1.3779,atlanta_gun_28_x2,1.6672,1.1653,1.3653,1.3882,1.3979,45.5059,1.1868,atlanta_gun_28_x2,1.688,1.1798,1.3822,1.4191,1.4153,47.0986,1.2016,moga_gun_127_x2,2.0408,0.8041,0.9421,1.6252,0.9646,58.2093,1.4528,,,,
gun_2_x3_britain,,51,gun_2_x3,britain,,,0.1197,dreadnought_gun_178_x3,1.888,0.4813,0.5639,1.6589,0.5773,49.9376,1.3608,dreadnought_gun_178_x3,1.9117,0.4873,0.5709,1.6958,0.5845,51.6854,1.3779,atlanta_gun_28_x3,1.6466,1.1653,1.3653,1.3882,1.3979,45.5059,1.1868,atlanta_gun_28_x3,1.6671,1.1798,1.3822,1.4191,1.4153,47.0986,1.2016,moga_gun_127_x3,2.0145,0.8032,0.941,1.6261,0.9635,58.1772,1.452,,,,
gun_2_x4_britain,,51,gun_2_x4,britain,,New line - vanilla fix/supplement,0.1197,dreadnought_gun_178_x4,1.8647,0.4813,0.5639,1.6589,0.5773,49.9376,1.3608,dreadnought_gun_178_x4,1.8881,0.4873,0.5709,1.6958,0.5845,51.6854,1.3779,richelieu_gun_120_x4,1.3924,0.7849,0.9196,1.5974,0.9415,42.468,1.0161,richelieu_gun_120_x4,1.4098,0.7947,0.9311,1.6329,0.9533,43.9543,1.0288,richelieu_gun_120_x4,1.4273,0.8046,0.9427,1.6692,0.9652,45.4927,1.0416,,,,
gun_2_x1_alt_britain,,51,gun_2_x1_alt,britain,,New line - alternate guns,0.1197,small_gun_e_76_x1,1.828,0.7242,0.8485,1.4854,0.8687,51.4048,1.2852,small_gun_e_76_x1,1.8507,0.7333,0.8591,1.5183,0.8796,53.204,1.3012,hood_gun_140_x1,2.2063,0.6729,0.7884,1.4653,0.8072,59.4806,1.5512,hood_gun_140_x1,2.2339,0.6813,0.7982,1.4979,0.8173,61.5624,1.5706,hood_gun_140_x1,2.2618,0.6898,0.8082,1.5312,0.8275,63.7171,1.5902,,,,
gun_2_x2_alt_britain,,51,gun_2_x2_alt,britain,,New line - alternate guns,0.1197,dreadnought_gun_178_x2,1.9116,0.4813,0.5639,1.6589,0.5773,49.9376,1.3608,dreadnought_gun_178_x2,1.9356,0.4873,0.5709,1.6958,0.5845,51.6854,1.3779,richelieu_gun_120_x2,1.4274,0.7849,0.9196,1.5974,0.9415,42.468,1.0161,hood_gun_140_x2,2.2063,0.6813,0.7982,1.4979,0.8173,61.5624,1.5706,hood_gun_140_x2,2.2338,0.6898,0.8082,1.5312,0.8275,63.7171,1.5902,,,,
gun_2_x3_alt_britain,,51,gun_2_x3_alt,britain,,New line - alternate guns,0.1197,dreadnought_gun_178_x3,1.888,0.4813,0.5639,1.6589,0.5773,49.9376,1.3608,dreadnought_gun_178_x3,1.9117,0.4873,0.5709,1.6958,0.5845,51.6854,1.3779,richelieu_gun_120_x3,1.4098,0.7849,0.9196,1.5974,0.9415,42.468,1.0161,richelieu_gun_120_x3,1.4274,0.7947,0.9311,1.6329,0.9533,43.9543,1.0288,hood_gun_140_x3,2.2063,0.6898,0.8082,1.5312,0.8275,63.7171,1.5902,,,,
"gun_3_x1_britain_dd,tb",,76,gun_3_x1,britain,"dd, tb",,0.1519,jap_tb_gun_76_x1,1.5544,1.5506,1.7358,1.3574,1.4642,46.826,1.1707,jap_tb_gun_76_x1,1.5738,1.57,1.7576,1.3875,1.4825,48.4649,1.1853,jap_tb_gun_76_x1,1.5935,1.5896,1.7795,1.4184,1.501,50.1612,1.2001,pen_gun_127_x1,1.4756,0.8801,0.9853,1.7862,0.831,47.4778,1.1113,akizuki_gun_b_127_x1,1.7766,0.8754,0.98,1.7709,0.8266,50.8144,1.338,,,,
gun_3_x1_britain,,76,gun_3_x1,britain,,,0.1519,jap_tb_gun_76_x1,1.5544,1.5506,1.7358,1.3574,1.4642,46.826,1.1707,jap_tb_gun_76_x1,1.5738,1.57,1.7576,1.3875,1.4825,48.4649,1.1853,jap_tb_gun_76_x1,1.5935,1.5896,1.7795,1.4184,1.501,50.1612,1.2001,pen_gun_127_x1,1.4756,0.8801,0.9853,1.7862,0.831,47.4778,1.1113,kgeorge_gun_133_x1,1.7138,0.6884,0.7707,1.8256,0.65,51.7148,1.2907,,,,
gun_3_x2_britain,,76,gun_3_x2,britain,,,0.1519,dreadnought_gun_178_x2,1.7148,0.6114,0.6845,1.5925,0.5773,47.9848,1.3076,dreadnought_gun_178_x2,1.7363,0.619,0.693,1.628,0.5845,49.6643,1.324,dreadnought_gun_178_x2,1.7579,0.6268,0.7017,1.664,0.5918,51.4025,1.3405,pen_gun_127_x2,1.4574,0.8801,0.9853,1.7862,0.831,47.4778,1.1113,kgeorge_gun_133_x2,1.6926,0.6884,0.7707,1.8256,0.65,51.7148,1.2907,,,,
gun_3_x3_britain,,76,gun_3_x3,britain,,,0.1519,dreadnought_gun_178_x3,1.6936,0.6114,0.6845,1.5925,0.5773,47.9848,1.3076,dreadnought_gun_178_x3,1.7149,0.619,0.693,1.628,0.5845,49.6643,1.324,dreadnought_gun_178_x3,1.7362,0.6268,0.7017,1.664,0.5918,51.4025,1.3405,pen_gun_127_x3,1.4394,0.8801,0.9853,1.6807,0.831,47.4777,1.1113,kgeorge_gun_133_x3,1.6717,0.6884,0.7707,1.8256,0.65,51.7148,1.2907,,,,
gun_3_x4_britain,,76,gun_3_x4,britain,,New line - vanilla fix/supplement,0.1519,dreadnought_gun_178_x4,1.6727,0.6114,0.6845,1.5925,0.5773,47.9848,1.3076,dreadnought_gun_178_x4,1.6937,0.619,0.693,1.628,0.5845,49.6643,1.324,richelieu_gun_120_x4,1.249,0.9971,1.1162,1.5334,0.9415,40.8072,0.9764,richelieu_gun_120_x4,1.2646,1.0096,1.1302,1.5674,0.9533,42.2355,0.9886,richelieu_gun_120_x4,1.2804,1.0222,1.1443,1.6023,0.9652,43.7137,1.0009,,,,
gun_3_x1_alt_britain,,76,gun_3_x1_alt,britain,,New line - alternate guns,0.1519,jap_tb_gun_76_x1,1.5544,1.5506,1.7358,1.3574,1.4642,46.826,1.1707,jap_tb_gun_76_x1,1.5738,1.57,1.7576,1.3875,1.4825,48.4649,1.1853,hood_gun_140_x1,1.9791,0.8549,0.9571,1.4065,0.8072,57.1546,1.4905,hood_gun_140_x1,2.0039,0.8656,0.969,1.4378,0.8173,59.155,1.5092,hood_gun_140_x1,2.0288,0.8764,0.9811,1.4697,0.8275,61.2254,1.528,,,,
gun_3_x2_alt_britain,,76,gun_3_x2_alt,britain,,New line - alternate guns,0.1519,dreadnought_gun_178_x2,1.7148,0.6114,0.6845,1.5925,0.5773,47.9848,1.3076,dreadnought_gun_178_x2,1.7363,0.619,0.693,1.628,0.5845,49.6643,1.324,richelieu_gun_120_x2,1.2805,0.9971,1.1162,1.5334,0.9415,40.8072,0.9764,hood_gun_140_x2,1.9791,0.8656,0.969,1.4378,0.8173,59.155,1.5092,hood_gun_140_x2,2.0038,0.8764,0.9811,1.4697,0.8275,61.2254,1.528,,,,
gun_3_x3_alt_britain,,76,gun_3_x3_alt,britain,,New line - alternate guns,0.1519,dreadnought_gun_178_x3,1.6936,0.6114,0.6845,1.5925,0.5773,47.9848,1.3076,dreadnought_gun_178_x3,1.7149,0.619,0.693,1.628,0.5845,49.6643,1.324,richelieu_gun_120_x3,1.2647,0.9971,1.1162,1.5334,0.9415,40.8072,0.9764,richelieu_gun_120_x3,1.2805,1.0096,1.1302,1.5674,0.9533,42.2355,0.9886,richelieu_gun_120_x3,1.2964,1.0222,1.1443,1.6023,0.9652,43.7137,1.0009,,,,
"gun_4_x1_britain_dd,tb",,102,gun_4_x1,britain,"dd, tb",,0.1669,dd_s_gun_d_102_x1,1.2391,0.9199,1.0035,1.5371,0.728,41.2453,1.0312,dd_s_gun_d_102_x1,1.2546,0.9313,1.0159,1.5714,0.7371,42.6889,1.0441,dd_s_gun_c_102_x1,1.3846,0.943,1.0287,1.6062,0.7463,44.183,1.1523,pen_gun_127_x1,1.2965,1.05,1.1454,1.5977,0.831,46.1012,1.079,akizuki_gun_b_127_x1,1.5611,1.0444,1.1393,1.5839,0.8266,49.341,1.2992,,,,
"gun_4_x2_britain_dd,tb",,102,gun_4_x2,britain,"dd, tb",,0.1669,dreadnought_gun_178_x2,1.5068,0.7294,0.7957,1.4244,0.5773,46.5935,1.2697,dreadnought_gun_178_x2,1.5257,0.7385,0.8056,1.4561,0.5845,48.2242,1.2856,pen_gun_127_x2,1.2647,1.0371,1.1314,1.5628,0.8208,44.5422,1.0657,pen_gun_127_x2,1.2805,1.05,1.1454,1.5977,0.831,46.1012,1.079,kgeorge_gun_133_x2,1.4873,0.8213,0.896,1.6329,0.65,50.2153,1.2533,,,,
"gun_4_x3_britain_dd,tb",,102,gun_4_x3,britain,"dd, tb",,0.1669,dreadnought_gun_178_x3,1.4882,0.7294,0.7957,1.4244,0.5773,46.5935,1.2697,dreadnought_gun_178_x3,1.5068,0.7385,0.8056,1.4561,0.5845,48.2242,1.2856,pen_gun_127_x3,1.2491,1.0371,1.1314,1.4705,0.8208,44.5421,1.0657,pen_gun_127_x3,1.2647,1.05,1.1454,1.5032,0.831,46.1011,1.079,kgeorge_gun_133_x3,1.469,0.8213,0.896,1.6329,0.65,50.2153,1.2533,,,,
gun_4_x1_britain,,102,gun_4_x1,britain,,,0.1669,dd_s_gun_d_102_x1,1.2391,0.9199,1.0035,1.5371,0.728,41.2453,1.0312,dd_s_gun_d_102_x1,1.2546,0.9313,1.0159,1.5714,0.7371,42.6889,1.0441,dd_s_gun_c_102_x1,1.3846,0.943,1.0287,1.6062,0.7463,44.183,1.1523,nelson_gun_152_x1,1.6298,0.8133,0.8872,1.4577,0.6437,53.1666,1.3564,kgeorge_gun_133_x1,1.5059,0.8213,0.896,1.6329,0.65,50.2153,1.2533,,,,
gun_4_x2_britain,,102,gun_4_x2,britain,,,0.1669,dreadnought_gun_178_x2,1.5068,0.7294,0.7957,1.4244,0.5773,46.5935,1.2697,dreadnought_gun_178_x2,1.5257,0.7385,0.8056,1.4561,0.5845,48.2242,1.2856,dreadnought_gun_178_x2,1.5448,0.7478,0.8158,1.4883,0.5918,49.9121,1.3017,nelson_gun_152_x2,1.6097,0.8133,0.8872,1.4577,0.6437,53.1666,1.3564,kgeorge_gun_133_x2,1.4873,0.8213,0.896,1.6329,0.65,50.2153,1.2533,,,,
gun_4_x3_britain,,102,gun_4_x3,britain,,,0.1669,dreadnought_gun_178_x3,1.4882,0.7294,0.7957,1.4244,0.5773,46.5935,1.2697,dreadnought_gun_178_x3,1.5068,0.7385,0.8056,1.4561,0.5845,48.2242,1.2856,dreadnought_gun_178_x3,1.5257,0.7478,0.8158,1.4883,0.5918,49.9121,1.3017,nelson_gun_152_x3,1.5898,0.8133,0.8872,1.4577,0.6437,53.1666,1.3564,kgeorge_gun_133_x3,1.469,0.8213,0.896,1.6329,0.65,50.2153,1.2533,,,,
gun_4_x4_britain,,102,gun_4_x4,britain,,,0.1669,dreadnought_gun_178_x4,1.4698,0.7294,0.7957,1.4244,0.5773,46.5935,1.2697,dreadnought_gun_178_x4,1.4882,0.7385,0.8056,1.4561,0.5845,48.2242,1.2856,dreadnought_gun_178_x4,1.5069,0.7478,0.8158,1.4883,0.5918,49.9121,1.3017,yamato_gun_155_x4,1.4972,0.7473,0.8152,1.5139,0.5914,50.6934,1.2933,yamato_gun_155_x4,1.5159,0.7566,0.8254,1.5476,0.5988,52.4677,1.3095,,,,
gun_4_x1_alt_britain,,102,gun_4_x1_alt,britain,,New line - alternate guns,0.1669,dd_s_gun_d_102_x1,1.2391,0.9199,1.0035,1.5371,0.728,41.2453,1.0312,dd_s_gun_d_102_x1,1.2546,0.9313,1.0159,1.5714,0.7371,42.6889,1.0441,hood_gun_140_x1,1.739,1.0199,1.1126,1.2581,0.8072,55.4974,1.4473,hood_gun_140_x1,1.7608,1.0327,1.1266,1.286,0.8173,57.4398,1.4654,hood_gun_140_x1,1.7828,1.0456,1.1406,1.3145,0.8275,59.4502,1.4837,,,,
gun_4_x2_alt_britain,,102,gun_4_x2_alt,britain,,New line - alternate guns,0.1669,dreadnought_gun_178_x2,1.5068,0.7294,0.7957,1.4244,0.5773,46.5935,1.2697,dreadnought_gun_178_x2,1.5257,0.7385,0.8056,1.4561,0.5845,48.2242,1.2856,maine_gun_152_x2,1.566,0.9406,1.0261,1.4799,0.7444,47.9588,1.3196,hood_gun_140_x2,1.739,1.0327,1.1266,1.286,0.8173,57.4398,1.4654,hood_gun_140_x2,1.7608,1.0456,1.1406,1.3145,0.8275,59.4502,1.4837,,,,
gun_4_x3_alt_britain,,102,gun_4_x3_alt,britain,,New line - alternate guns,0.1669,dreadnought_gun_178_x3,1.4882,0.7294,0.7957,1.4244,0.5773,46.5935,1.2697,dreadnought_gun_178_x3,1.5068,0.7385,0.8056,1.4561,0.5845,48.2242,1.2856,maine_gun_152_x3,1.5467,0.9406,1.0261,1.4799,0.7444,47.9588,1.3196,yamato_gun_155_x3,1.5159,0.7473,0.8152,1.5552,0.5914,50.6935,1.2933,yamato_gun_155_x3,1.5349,0.7566,0.8254,1.5898,0.5988,52.4678,1.3095,,,,
"gun_5_x1_britain_dd,tb",,127,gun_5_x1,britain,"dd, tb",,0.1636,dd_s_gun_d_102_x1,1.0332,1.0491,1.1266,1.2925,0.728,40.351,1.0088,dd_s_gun_d_102_x1,1.0461,1.0623,1.1408,1.3211,0.7371,41.7633,1.0214,dd_s_gun_c_102_x1,1.1545,1.0755,1.155,1.3505,0.7463,43.225,1.1273,pen_gun_127_x1,1.0811,1.1976,1.2861,1.3433,0.831,45.1016,1.0556,akizuki_gun_b_127_x1,1.3017,1.1912,1.2792,1.3317,0.8266,48.2712,1.271,,,,
"gun_5_x2_britain_dd,tb",,127,gun_5_x2,britain,"dd, tb",,0.1636,friedrich_gun_228_x2,1.1832,0.5697,0.6118,1.4852,0.3953,39.6498,1.1697,dreadnought_gun_178_x2,1.2722,0.8424,0.9047,1.2241,0.5845,47.1786,1.2577,pen_gun_127_x2,1.0546,1.1829,1.2703,1.314,0.8208,43.5764,1.0426,pen_gun_127_x2,1.0678,1.1976,1.2861,1.3433,0.831,45.1016,1.0556,atl_gun_125_x2,1.406,1.1026,1.1841,1.2379,0.7651,52.7877,1.39,,,,
"gun_5_x3_britain_dd,tb",,127,gun_5_x3,britain,"dd, tb",,0.1636,warrior_gun_228_x3,1.28,0.6794,0.7296,1.209,0.4714,47.0192,1.2813,dreadnought_gun_178_x3,1.2565,0.8424,0.9047,1.2241,0.5845,47.1786,1.2577,pen_gun_127_x3,1.0416,1.1829,1.2703,1.2363,0.8208,43.5763,1.0426,pen_gun_127_x3,1.0546,1.1976,1.2861,1.2639,0.831,45.1015,1.0556,atl_gun_125_x3,1.3886,1.1026,1.1841,1.2379,0.7651,52.7877,1.39,,,,
gun_5_x1_britain,,127,gun_5_x1,britain,,,0.1636,dd_s_gun_d_102_x1,1.0332,1.0491,1.1266,1.2925,0.728,40.351,1.0088,dd_s_gun_d_102_x1,1.0461,1.0623,1.1408,1.3211,0.7371,41.7633,1.0214,dd_s_gun_c_102_x1,1.1545,1.0755,1.155,1.3505,0.7463,43.225,1.1273,nelson_gun_152_x1,1.359,0.9277,0.9963,1.2255,0.6437,52.0138,1.327,nelson_gun_152_x1,1.376,0.9392,1.0086,1.2528,0.6517,53.8343,1.3436,,,,
gun_5_x2_britain,,127,gun_5_x2,britain,,,0.1636,friedrich_gun_228_x2,1.1832,0.5697,0.6118,1.4852,0.3953,39.6498,1.1697,dreadnought_gun_178_x2,1.2722,0.8424,0.9047,1.2241,0.5845,47.1786,1.2577,dreadnought_gun_178_x2,1.2881,0.8529,0.9159,1.2513,0.5918,48.8298,1.2734,nelson_gun_152_x2,1.3423,0.9277,0.9963,1.2255,0.6437,52.0138,1.327,nelson_gun_152_x2,1.3591,0.9392,1.0086,1.2528,0.6517,53.8343,1.3436,,,,
gun_5_x3_britain,,127,gun_5_x3,britain,,,0.1636,warrior_gun_228_x3,1.28,0.6794,0.7296,1.209,0.4714,47.0192,1.2813,dreadnought_gun_178_x3,1.2565,0.8424,0.9047,1.2241,0.5845,47.1786,1.2577,dreadnought_gun_178_x3,1.2722,0.8529,0.9159,1.2513,0.5918,48.8298,1.2734,nelson_gun_152_x3,1.3257,0.9277,0.9963,1.2255,0.6437,52.0138,1.327,nelson_gun_152_x3,1.3423,0.9392,1.0086,1.2528,0.6517,53.8343,1.3436,,,,
gun_5_x4_britain,,127,gun_5_x4,britain,,,0.1636,warrior_gun_228_x4,1.2642,0.6794,0.7296,1.209,0.4714,47.0192,1.2813,dreadnought_gun_178_x4,1.241,0.8424,0.9047,1.2241,0.5845,47.1786,1.2577,dreadnought_gun_178_x4,1.2564,0.8529,0.9159,1.2513,0.5918,48.8298,1.2734,nelson_gun_152_x4,1.3092,0.9277,0.9963,1.1328,0.6437,52.0117,1.3269,nelson_gun_152_x4,1.3256,0.9392,1.0086,1.1581,0.6517,53.8321,1.3435,,,,
gun_5_x1_alt_britain,,127,gun_5_x1_alt,britain,,New line - alternate guns,0.1636,dd_s_gun_d_102_x1,1.0332,1.0491,1.1266,1.2925,0.728,40.351,1.0088,dd_s_gun_d_102_x1,1.0461,1.0623,1.1408,1.3211,0.7371,41.7633,1.0214,hood_gun_140_x1,1.4501,1.1633,1.2493,1.0577,0.8072,54.294,1.4159,hood_gun_140_x1,1.4682,1.1778,1.2648,1.0813,0.8173,56.1943,1.4336,hood_gun_140_x1,1.4867,1.1925,1.2806,1.1053,0.8275,58.1611,1.4516,,,,
gun_5_x2_alt_britain,,127,gun_5_x2_alt,britain,,New line - alternate guns,0.1636,friedrich_gun_228_x2,1.1832,0.5697,0.6118,1.4852,0.3953,39.6498,1.1697,dreadnought_gun_178_x2,1.2722,0.8424,0.9047,1.2241,0.5845,47.1786,1.2577,maine_gun_254_x2_b,1.2095,0.5338,0.5733,1.5439,0.3704,43.4564,1.1957,didox_gun_cal133_x2,1.1155,0.8656,0.9296,1.4956,0.6006,43.2262,1.1028,dido_gun_cal133_x2,1.1921,0.8764,0.9412,1.4485,0.6081,47.2207,1.1785,,,,
gun_5_x3_alt_britain,,127,gun_5_x3_alt,britain,,New line - alternate guns,0.1636,warrior_gun_228_x3,1.28,0.6794,0.7296,1.209,0.4714,47.0192,1.2813,dreadnought_gun_178_x3,1.2565,0.8424,0.9047,1.2241,0.5845,47.1786,1.2577,maine_gun_254_x3_b,1.1945,0.5338,0.5733,1.5439,0.3704,43.4564,1.1957,didox_gun_cal133_x3,1.1017,0.8656,0.9296,1.4956,0.6006,43.2262,1.1028,dido_gun_cal133_x3,1.1774,0.8764,0.9412,1.4485,0.6081,47.2207,1.1785,,,,
gun_6_x1_britain,,152,gun_6_x1,britain,,,0.1859,dd_s_gun_102_x1,1.298,1.3944,1.4812,1.0397,0.8687,47.6321,1.298,dd_s_gun_102_x1,1.3142,1.4119,1.4998,1.0628,0.8796,49.2993,1.3142,hood_gun_140_x1,1.3907,1.2957,1.3764,1.06,0.8072,53.3271,1.3907,nelson_gun_152_x1,1.3034,1.0333,1.0977,1.2281,0.6437,51.0875,1.3034,nelson_gun_152_x1,1.3196,1.0461,1.1113,1.2555,0.6517,52.8755,1.3196,,,,
